mos_case_id,case_id,case_type,speechgender,item_name,mos_select_score,speech_score_grpo_face_style,sel_grpo_face_style_gender_match,sel_grpo_face_style_pitch_match,sel_grpo_face_style_energy_match,sel_grpo_face_style_tempo_match,sel_grpo_face_style_emotion_match,sel_grpo_face_style_consistency,speech_score_face_style,sel_face_style_gender_match,sel_face_style_pitch_match,sel_face_style_energy_match,sel_face_style_tempo_match,sel_face_style_emotion_match,sel_face_style_consistency,speech_score_face_style_0_5,sel_face_style_0_5_gender_match,sel_face_style_0_5_pitch_match,sel_face_style_0_5_energy_match,sel_face_style_0_5_tempo_match,sel_face_style_0_5_emotion_match,sel_face_style_0_5_consistency,speech_score_onlystyle,sel_onlystyle_gender_match,sel_onlystyle_pitch_match,sel_onlystyle_energy_match,sel_onlystyle_tempo_match,sel_onlystyle_emotion_match,sel_onlystyle_consistency,speech_score_onlyface,sel_onlyface_gender_match,sel_onlyface_pitch_match,sel_onlyface_energy_match,sel_onlyface_tempo_match,sel_onlyface_emotion_match,sel_onlyface_consistency
case_11_M,easy_0218_tDOBDFfwWhI_00_02_24_00,easy,M,tDOBDFfwWhI_00_02_24_00,6.107749206821124,5.547742068767548,1,1,1,1,1,0.5477420687675476,5.485559910535812,1,1,1,1,1,0.4855599105358124,5.471608996391296,1,1,1,1,1,0.4716089963912964,5.456804931163788,1,1,1,1,1,0.4568049311637878,5.559019207954407,1,1,1,1,1,0.5590192079544067
case_12_M,easy_0103_BfCx8suZ9uI_00_04_06_98,easy,M,BfCx8suZ9uI_00_04_06_98,5.919046916564306,5.549158692359924,1,1,1,1,1,0.5491586923599243,5.593888759613037,1,1,1,1,1,0.5938887596130371,5.580093085765839,1,1,1,1,1,0.5800930857658386,5.5043100118637085,1,1,1,1,1,0.5043100118637085,4.514669001102448,1,0,1,1,1,0.5146690011024475
case_13_M,easy_0269_5hvVjOqk_4o_00_05_45_97,easy,M,5hvVjOqk_4o_00_05_45_97,5.843466141819954,5.509624779224396,1,1,1,1,1,0.5096247792243958,5.559103548526764,1,1,1,1,1,0.5591035485267639,5.551368355751038,1,1,1,1,1,0.5513683557510376,5.403556525707245,1,1,1,1,1,0.4035565257072449,4.556646525859833,1,0,1,1,1,0.5566465258598328
case_14_M,easy_0005_Cwgxm1TUfj8_00_07_28_75,easy,M,Cwgxm1TUfj8_00_07_28_75,5.842683794101079,5.5747212171554565,1,1,1,1,1,0.5747212171554565,5.584964156150818,1,1,1,1,1,0.5849641561508179,5.544261634349823,1,1,1,1,1,0.544261634349823,4.533008754253388,1,1,1,1,0,0.5330087542533875,5.591395020484924,1,1,1,1,1,0.5913950204849243
case_15_M,easy_0193_lw_dUKXNCyw_00_05_27_47,easy,M,lw_dUKXNCyw_00_05_27_47,5.716950757304827,5.660973727703095,1,1,1,1,1,0.6609737277030945,5.610634028911591,1,1,1,1,1,0.6106340289115906,5.58855414390564,1,1,1,1,1,0.5885541439056396,5.390871077775955,1,1,1,1,1,0.3908710777759552,3.674170315265656,1,0,0,1,1,0.6741703152656555
case_16_M,easy_0212_owtSR-9Cupo_00_01_01_57,easy,M,owtSR-9Cupo_00_01_01_57,5.660461705923081,5.52307116985321,1,1,1,1,1,0.5230711698532104,5.509212553501129,1,1,1,1,1,0.5092125535011292,5.5057953000068665,1,1,1,1,1,0.5057953000068665,4.494520545005798,1,1,1,1,0,0.4945205450057983,4.615869998931885,1,1,1,0,1,0.6158699989318848
case_17_M,easy_0049_UCsDlaKhufk_00_08_16_17,easy,M,UCsDlaKhufk_00_08_16_17,5.637138410409292,4.545348405838013,1,1,1,0,1,0.5453484058380127,5.484003037214279,1,1,1,1,1,0.4840030372142792,5.489194422960281,1,1,1,1,1,0.4891944229602813,5.313989639282227,1,1,1,1,1,0.3139896392822265,4.504804372787476,1,0,1,1,1,0.5048043727874756
case_18_M,easy_0070_yWjTFS5KgIU_00_01_51_05,easy,M,yWjTFS5KgIU_00_01_51_05,5.5990481510758405,5.301898747682571,1,1,1,1,1,0.3018987476825714,5.327492028474808,1,1,1,1,1,0.3274920284748077,5.312881022691727,1,1,1,1,1,0.3128810226917267,5.268386662006378,1,1,1,1,1,0.2683866620063782,4.407208859920502,1,0,1,1,1,0.4072088599205017
case_19_M,hard_0082_H6lkLEaPT58_00_03_51_38,hard,M,H6lkLEaPT58_00_03_51_38,5.942263213793436,5.610809326171875,1,1,1,1,1,0.610809326171875,5.656328678131104,1,1,1,1,1,0.6563286781311035,5.650105118751526,1,1,1,1,1,0.6501051187515259,5.531975567340851,1,1,1,1,1,0.5319755673408508,4.665252387523651,1,0,1,1,1,0.6652523875236511
case_20_M,hard_0196_2Ong6qegCkY_00_00_11_48,hard,M,2Ong6qegCkY_00_00_11_48,5.799524534493685,5.28985583782196,1,1,1,1,1,0.2898558378219604,5.282034933567047,1,1,1,1,1,0.2820349335670471,5.240863233804703,1,1,1,1,1,0.2408632338047027,5.050908420234919,1,1,1,1,1,0.0509084202349185,5.271640449762344,1,1,1,1,1,0.2716404497623443
