mos_case_id,case_id,case_type,speechgender,item_name,method_id,method_desc,speech_file,source_wav,face_file,style_file
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,gt,GT natural speech,speech/gt/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/data/talkvid_test/v2/easy/2--6XzUxGBI_00_22_19_92_1.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,ours_grpo_face_style,Our method: GRPO face-style TTS,speech/ours_grpo_face_style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/grpo_face_style/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,ablation_face_style,Ablation: face_style,speech/ablation_face_style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,ablation_face_style_0_5,Ablation: face_style_0_5,speech/ablation_face_style_0_5/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style_0_5/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,ablation_onlystyle,Ablation: onlystyle,speech/ablation_onlystyle/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlystyle/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,ablation_onlyface,Ablation: onlyface,speech/ablation_onlyface/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlyface/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,promptttspp,StyleTTS baseline: PromptTTS/PromptTTS++,speech/promptttspp/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/data/ab_instrcut_face/generated/promptttspp/easy_0015_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,parler_tts,StyleTTS baseline: ParlerTTS,speech/parler_tts/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/data/ab_instrcut_face/generated/parler_tts/easy_0015_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,voxinstruct,StyleTTS baseline: VoxInstruct,speech/voxinstruct/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,"/train/zjli/data/ab_instrcut_face/generated/voxinstruct/easy_0015_2--6XzUxGBI_00_22_19_92_With bright, youthful excitement, the female speaker sounds vividly happy and energetic, delivering the line with lively, upbeat warmth.wav",face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,facetts,FaceTTS baseline: FaceTTS,speech/facetts/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/facetts/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,synthsees,FaceTTS baseline: SYNTHE-SEES,speech/synthsees/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/synthsees/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
